-0.125841,0.309017
0.000000,0.000000
0.125664,0.125333
0.376991,0.088125
0.502655,0.421754
0.565487,0.285827
0.753982,0.684547
0.879646,0.770513
0.948142,0.966307
1.130973,0.904827
1.256637,0.771057
1.319469,1.028583
1.507964,0.878027
1.623805,0.929776
1.696460,0.922115
1.799115,0.829017
1.884956,0.951057
2.010619,1.114827
2.261947,1.020513
2.450442,0.737424
2.513274,0.507785
2.621770,0.425779
2.890265,0.248690
2.925929,0.005333
2.953097,0.167381
3.204425,-0.222791
3.330088,-0.007381
3.392920,0.031310
3.518584,-0.348125
3.644247,-0.271754
3.769911,-0.317785
3.895575,-0.654547
3.969734,-0.826307
4.084070,-1.079017
4.248230,-0.781057
4.335398,-0.989776
4.523893,-0.982287
4.768053,-0.932115
4.822389,-1.000000
4.900885,-0.702287
5.026548,-0.781057
5.152212,-0.864827
5.277876,-1.084328
5.436371,-0.728969
5.592035,-0.757424
5.660708,-0.659017
5.726194,-0.368125
5.843362,-0.545779
5.987522,0.074667
6.094690,-0.097381
6.283185,0.120000
6.408849,0.035333
6.534513,0.338690
6.605840,0.741754
6.796017,0.062791
6.974336,0.667424
7.149822,1.071057
7.162831,0.770513
7.288495,0.794328
7.392654,1.038583
7.489999,0.728969
7.665486,1.062287
7.728318,0.972115
7.850973,1.109776
7.979645,0.842115
8.293805,1.094827
8.356636,1.036307
8.482300,0.809017
8.549468,0.614328
8.670796,0.574547
8.796459,0.687785
8.922123,0.481754
9.047787,0.298125
9.173451,0.338690
9.299114,0.155333
9.487610,-0.282791
9.654778,0.000000
9.738937,-0.609017
9.836105,-0.248690
9.927433,-0.541754
10.052919,-0.876307
10.148583,-0.719776
10.304424,-0.640513
10.411592,-0.808969
10.437079,-0.842287
10.608760,-0.524547
10.744247,-1.128583
10.932742,-1.188027
11.026902,-0.968583
11.184070,-0.822287
11.372565,-1.129776
11.481061,-1.094328
11.485220,-0.447424
11.498229,-0.646307
11.662388,-0.684547
11.938052,-0.697785
12.036548,-0.395779
12.269379,-0.368125
12.377875,-0.217381
12.440707,-0.235333
12.746371,-0.000000
